problem,model,cv_folds,fold,budget,split,target,rmse,nrmse,mae,r2,n_valid
mdgnc,ESP,10,4,125,train,f1,2.4410705635254987e-11,2.7328407507826344e-12,1.90779871900304e-11,1.0,125
mdgnc,ESP,10,4,125,test,f0,0.3973028076912769,0.2045653587726473,0.2322881446808433,0.958153013990218,4500
mdgnc,ESP,10,4,125,test,f1,1.0693656431951248,0.0931073730165879,0.6292625777690468,0.99133101708995,4500
mdgnc,ESP,10,4,150,train,f0,1.0738854675165414e-12,5.271108738425068e-13,6.488113749962093e-13,1.0,150
mdgnc,ESP,10,4,150,train,f1,1.2330199188316946e-11,1.265700686095619e-12,9.622524999031155e-12,1.0,150
mdgnc,ESP,10,4,150,test,f0,0.577879146141065,0.2975414534433291,0.296864827567405,0.9114690834828312,4500
mdgnc,ESP,10,4,150,test,f1,1.115471093295145,0.0971216756715096,0.7162001821614303,0.990567380114758,4500
mdgnc,ESP,10,4,175,train,f0,4.918885018670979e-13,2.4414033905511985e-13,3.2867676834160065e-13,1.0,175
mdgnc,ESP,10,4,175,train,f1,2.203907858318773e-11,2.4814965730372494e-12,1.6466766997577256e-11,1.0,175
mdgnc,ESP,10,4,175,test,f0,0.6064410187201259,0.3122475405845364,0.3211910954520799,0.9025014733989084,4500
mdgnc,ESP,10,4,175,test,f1,1.0968425643411084,0.0954997296092708,0.6810543182018147,0.990879801644556,4500
mdgnc,ESP,10,4,200,train,f0,1.5635649891102019e-12,7.520643103075507e-13,8.86375417508134e-13,1.0,200
mdgnc,ESP,10,4,200,train,f1,6.394330596700473e-11,6.8174459117248856e-12,4.8077293257620114e-11,1.0,200
mdgnc,ESP,10,4,200,test,f0,0.4732734498317189,0.2436815224764889,0.2556904337971937,0.9406193156035404,4500
mdgnc,ESP,10,4,200,test,f1,1.064786617906478,0.0927086871056318,0.6336897945614132,0.99140509933515,4500
mdgnc,ESP,10,4,225,train,f0,1.7462438369565466e-12,8.440857872437535e-13,9.555477396992905e-13,1.0,225
mdgnc,ESP,10,4,225,train,f1,2.0091218283320637e-11,2.119066283529257e-12,1.5383344968237604e-11,1.0,225
mdgnc,ESP,10,4,225,test,f0,0.532462444401101,0.2741570632355324,0.2582424925561615,0.9248379046780684,4500
mdgnc,ESP,10,4,225,test,f1,1.061872735561359,0.0924549816194308,0.6454074165279029,0.9914520763737508,4500
mdgnc,ESP,10,4,250,train,f0,2.5704390618975553e-13,1.2242587003741484e-13,1.701199181525226e-13,1.0,250
mdgnc,ESP,10,4,250,train,f1,5.3760812096892745e-11,5.3760501264407495e-12,4.166700762198161e-11,1.0,250
mdgnc,ESP,10,4,250,test,f0,0.3181125971445068,0.163791486758208,0.1615485272696478,0.9731723488655356,4500
mdgnc,ESP,10,4,250,test,f1,0.9800324139175844,0.0853293203420429,0.4900937037643973,0.992718907089965,4500
mdgnc,ESP,10,4,275,train,f0,1.6135707983585946e-12,7.632168139845718e-13,8.963286678532643e-13,1.0,275
mdgnc,ESP,10,4,275,train,f1,7.135312787802139e-11,6.781386303487729e-12,5.617696853154154e-11,1.0,275
mdgnc,ESP,10,4,275,test,f0,0.4304360483776597,0.2216251759627063,0.2015481325312361,0.9508822813794996,4500
mdgnc,ESP,10,4,275,test,f1,1.0221762384312163,0.0889986927539078,0.5271629005440228,0.9920792326880956,4500
mdgnc,ESP,10,4,300,train,f0,1.7621948437068337e-12,8.353824150909412e-13,1.0183187626466862e-12,1.0,300
mdgnc,ESP,10,4,300,train,f1,8.010752842518931e-11,7.531761081256762e-12,6.135206120916337e-11,1.0,300
mdgnc,ESP,10,4,300,test,f0,0.4448403615017644,0.2290417444466514,0.170192778324742,0.9475398793008348,4500
mdgnc,ESP,10,4,300,test,f1,1.0165468784088143,0.0885085564504033,0.5153725336442593,0.9921662354350658,4500
mdgnc,ESP,10,5,25,train,f0,5.502138139200867e-13,2.800486173364202e-13,3.126920944396261e-13,1.0,25
mdgnc,ESP,10,5,25,train,f1,2.2835698317727816e-12,1.844911507778624e-13,1.9610979506978765e-12,1.0,25
